cod_ibge;localidades;periodos;leitos_total;leitos_hab;leitos sus;leitos_sus_hab;leitos não sus;leitos_naosus_hab
3522406;Itapeva;2018;145;1,6;103;1,1;42;0,5
3522505;Itapevi;2018;294;1,3;217;0,9;77;0,3
3522604;Itapira;2018;1.041;14,7;578;8,1;463;6,5
3522703;Itápolis;2018;76;1,8;46;1,1;30;0,7
3523404;Itatiba;2018;119;1,0;60;0,5;59;0,5
3523909;Itu;2018;458;2,7;426;2,6;32;0,2
3524006;Itupeva;2018;86;1,5;48;0,9;38;0,7
3524105;Ituverava;2018;121;3,0;55;1,4;66;1,7
3524303;Jaboticabal;2018;212;2,9;56;0,8;156;2,1
3524402;Jacareí;2018;395;1,8;167;0,7;228;1,0
3524501;Jaci;2018;216;32,2;150;22,3;66;9,8
3524808;Jales;2018;154;3,3;103;2,2;51;1,1
3525003;Jandira;2018;14;0,1;0;0,0;14;0,1
3525201;Jarinu;2018;49;1,7;17;0,6;32;1,1
3525300;Jaú;2018;905;6,3;715;5,0;190;1,3
3525706;José Bonifácio;2018;53;1,5;22;0,6;31;0,9
3525904;Jundiaí;2018;824;2,1;439;1,1;385;1,0
3526001;Junqueirópolis;2018;52;2,6;25;1,3;27;1,4
3526209;Juquitiba;2018;59;2,0;0;0,0;59;2,0
3526704;Leme;2018;141;1,4;77;0,8;64;0,6
3526803;Lençóis Paulista;2018;87;1,3;60;0,9;27;0,4
3526902;Limeira;2018;375;1,3;180;0,6;195;0,7
3527108;Lins;2018;448;6,0;344;4,6;104;1,4
3527207;Lorena;2018;164;1,9;85;1,0;79;0,9
3529005;Marília;2018;875;3,8;663;2,9;212;0,9
3529302;Matão;2018;162;2,0;92;1,2;70;0,9
3529401;Mauá;2018;401;0,9;246;0,5;155;0,3
3530508;Mococa;2018;135;2,0;88;1,3;47;0,7
3530607;Mogi das Cruzes;2018;898;2,1;601;1,4;297;0,7
3530706;Mogi Guaçu;2018;333;2,3;154;1,1;179;1,2
3530805;Mogi Mirim;2018;213;2,4;114;1,3;99;1,1
3531308;Monte Alto;2018;109;2,3;58;1,2;51;1,1
3531902;Morro Agudo;2018;45;1,4;31;1,0;14;0,4
3532603;Nhandeara;2018;129;12,0;35;3,2;94;8,7
3533007;Nova Granada;2018;62;3,0;19;0,9;43;2,1
3533502;Novo Horizonte;2018;105;2,7;35;0,9;70;1,8
3533908;Olímpia;2018;79;1,5;42;0,8;37;0,7
3534302;Orlândia;2018;98;2,3;60;1,4;38;0,9
3534401;Osasco;2018;916;1,4;589;0,9;327;0,5
3534609;Osvaldo Cruz;2018;73;2,3;59;1,9;14;0,4
3534708;Ourinhos;2018;166;1,5;83;0,8;83;0,8
3535408;Panorama;2018;36;2,4;35;2,3;1;0,1
3537008;Pedregulho;2018;82;5,1;59;3,6;23;1,4
3537305;Penápolis;2018;254;4,2;175;2,9;79;1,3
3537800;Piedade;2018;290;5,4;258;4,8;32;0,6
3538006;Pindamonhangaba;2018;201;1,3;127;0,8;74;0,5
3538709;Piracicaba;2018;757;2,0;331;0,9;426;1,1
3538907;Pirajuí;2018;299;12,9;78;3,4;221;9,5
3539004;Pirangi;2018;41;3,8;9;0,8;32;3,0
3539301;Pirassununga;2018;151;2,1;57;0,8;94;1,3
3540200;Pontal;2018;45;0,9;29;0,6;16;0,3
3540705;Porto Ferreira;2018;55;1,0;33;0,6;22;0,4
3541109;Presidente Alves;2018;120;29,7;0;0,0;120;29,7
3541406;Presidente Prudente;2018;1.028;4,7;676;3,1;352;1,6
3541505;Presidente Venceslau;2018;96;2,5;60;1,6;36;0,9
3542206;Rancharia;2018;103;3,6;71;2,5;32;1,1
3542602;Registro;2018;145;2,7;98;1,8;47;0,9
3543006;Ribeirão Branco;2018;36;2,0;35;2,0;1;0,1
3543303;Ribeirão Pires;2018;164;1,4;50;0,4;114;1,0
3543402;Ribeirão Preto;2018;2.188;3,3;1.415;2,1;773;1,2
3543907;Rio Claro;2018;392;2,0;190;1,0;202;1,0
3544202;Riolândia;2018;36;3,2;7;0,6;29;2,6
3544301;Roseira;2018;54;5,2;14;1,3;40;3,8
3545209;Salto;2018;116;1,0;62;0,5;54;0,5
3545308;Salto de Pirapora;2018;269;6,2;247;5,7;22;0,5
3545605;Santa Adélia;2018;24;1,6;7;0,5;17;1,1
3545803;Santa Bárbara d'Oeste;2018;168;0,9;97;0,5;71;0,4
3546405;Santa Cruz do Rio Pardo;2018;96;2,1;55;1,2;41;0,9
3546603;Santa Fé do Sul;2018;70;2,3;46;1,5;24;0,8
3547502;Santa Rita do Passa Quatro;2018;319;12,1;296;11,2;23;0,9
3547809;Santo André;2018;1.455;2,1;643;0,9;812;1,2
3548500;Santos;2018;1.738;4,1;874;2,0;864;2,0
3548609;São Bento do Sapucaí;2018;40;3,8;26;2,5;14;1,3
3548708;São Bernardo do Campo;2018;1.510;1,9;785;1,0;725;0,9
3548807;São Caetano do Sul;2018;591;3,9;183;1,2;408;2,7
3548906;São Carlos;2018;434;1,8;213;0,9;221;0,9
3549102;São João da Boa Vista;2018;199;2,3;94;1,1;105;1,2
3549409;São Joaquim da Barra;2018;115;2,3;68;1,4;47;0,9
3549706;São José do Rio Pardo;2018;136;2,6;81;1,5;55;1,0
3549805;São José do Rio Preto;2018;1.850;4,2;871;2,0;979;2,2
3549904;São José dos Campos;2018;1.645;2,4;869;1,3;776;1,1
3550308;São Paulo;2018;29.203;2,5;14.846;1,3;14.357;1,2
3550407;São Pedro;2018;62;1,8;37;1,1;25;0,7
3550605;São Roque;2018;88;1,0;49;0,6;39;0,5
3551009;São Vicente;2018;281;0,8;150;0,4;131;0,4
3551603;Serra Negra;2018;49;1,8;33;1,2;16;0,6
3551702;Sertãozinho;2018;162;1,3;66;0,5;96;0,8
3552205;Sorocaba;2018;1.414;2,2;845;1,3;569;0,9
3552502;Suzano;2018;150;0,5;67;0,2;83;0,3
3552809;Taboão da Serra;2018;495;1,8;334;1,2;161;0,6
3553708;Taquaritinga;2018;124;2,3;72;1,3;52;1,0
3554003;Tatuí;2018;147;1,3;92;0,8;55;0,5
3554102;Taubaté;2018;504;1,7;325;1,1;179;0,6
3554508;Tietê;2018;55;1,4;33;0,8;22;0,5
3555000;Tupã;2018;446;7,1;330;5,2;116;1,8
3556206;Valinhos;2018;142;1,2;57;0,5;85;0,7
3556305;Valparaíso;2018;55;2,3;31;1,3;24;1,0
3556404;Vargem Grande do Sul;2018;77;1,9;47;1,1;30;0,7
3556453;Vargem Grande Paulista;2018;70;1,4;2;0,0;68;1,3
3556602;Vera Cruz;2018;72;6,8;0;0,0;72;6,8
3556701;Vinhedo;2018;78;1,0;49;0,7;29;0,4
3557006;Votorantim;2018;177;1,5;53;0,5;124;1,1
3557105;Votuporanga;2018;205;2,3;115;1,3;90;1,0
3500501;Águas de Lindóia;2018;42;2,3;30;1,7;12;0,7
3511003;Castilho;2018;31;1,5;30;1,5;1;0,0
3516002;Flórida Paulista;2018;47;3,8;30;2,4;17;1,4
3529203;Martinópolis;2018;35;1,4;30;1,2;5;0,2
3530300;Mirassol;2018;81;1,4;30;0,5;51;0,9
3531407;Monte Aprazível;2018;80;3,5;30;1,3;50;2,2
3553401;Tanabi;2018;72;2,9;30;1,2;42;1,7
3554409;Terra Roxa;2018;34;3,8;30;3,3;4;0,4
3555109;Tupi Paulista;2018;48;3,2;30;2,0;18;1,2
3556800;Viradouro;2018;48;2,6;30;1,7;18;1,0
3557204;Chavantes;2018;50;4,1;30;2,5;20;1,6
3500204;Adolfo;2017;0;0,0;0;0,0;0;0,0
3500402;Águas da Prata;2017;0;0,0;0;0,0;0;0,0
3500550;Águas de Santa Bárbara;2017;0;0,0;0;0,0;0;0,0
3500600;Águas de São Pedro;2017;0;0,0;0;0,0;0;0,0
3500758;Alambari;2017;0;0,0;0;0,0;0;0,0
3500808;Alfredo Marcondes;2017;0;0,0;0;0,0;0;0,0
3500907;Altair;2017;0;0,0;0;0,0;0;0,0
3501152;Alumínio;2017;0;0,0;0;0,0;0;0,0
3501202;Álvares Florence;2017;0;0,0;0;0,0;0;0,0
3501400;Álvaro de Carvalho;2017;0;0,0;0;0,0;0;0,0
3501509;Alvinlândia;2017;0;0,0;0;0,0;0;0,0
3501806;Américo de Campos;2017;0;0,0;0;0,0;0;0,0
3502002;Analândia;2017;0;0,0;0;0,0;0;0,0
3502309;Anhembi;2017;0;0,0;0;0,0;0;0,0
3502408;Anhumas;2017;0;0,0;0;0,0;0;0,0
3502754;Araçariguama;2017;0;0,0;0;0,0;0;0,0
3503000;Aramina;2017;0;0,0;0;0,0;0;0,0
3503158;Arapeí;2017;0;0,0;0;0,0;0;0,0
3503356;Arco-Íris;2017;0;0,0;0;0,0;0;0,0
3503505;Areias;2017;0;0,0;0;0,0;0;0,0
3503604;Areiópolis;2017;0;0,0;0;0,0;0;0,0
3503950;Aspásia;2017;0;0,0;0;0,0;0;0,0
3504305;Avaí;2017;0;0,0;0;0,0;0;0,0
3504404;Avanhandava;2017;0;0,0;0;0,0;0;0,0
3504602;Bady Bassitt;2017;0;0,0;0;0,0;0;0,0
3504701;Balbinos;2017;0;0,0;0;0,0;0;0,0
3504800;Bálsamo;2017;0;0,0;0;0,0;0;0,0
3505005;Barão de Antonina;2017;0;0,0;0;0,0;0;0,0
3505104;Barbosa;2017;0;0,0;0;0,0;0;0,0
3505351;Barra do Chapéu;2017;0;0,0;0;0,0;0;0,0
3505401;Barra do Turvo;2017;0;0,0;0;0,0;0;0,0
3505609;Barrinha;2017;0;0,0;0;0,0;0;0,0
3506201;Bento de Abreu;2017;0;0,0;0;0,0;0;0,0
3506607;Biritiba Mirim;2017;0;0,0;0;0,0;0;0,0
3506904;Bofete;2017;0;0,0;0;0,0;0;0,0
3507159;Bom Sucesso de Itararé;2017;0;0,0;0;0,0;0;0,0
3507209;Borá;2017;0;0,0;0;0,0;0;0,0
3507308;Boracéia;2017;0;0,0;0;0,0;0;0,0
3507456;Borebi;2017;0;0,0;0;0,0;0;0,0
3507704;Braúna;2017;0;0,0;0;0,0;0;0,0
3507753;Brejo Alegre;2017;0;0,0;0;0,0;0;0,0
3507803;Brodowski;2017;0;0,0;0;0,0;0;0,0
3508009;Buri;2017;0;0,0;0;0,0;0;0,0
3508207;Buritizal;2017;0;0,0;0;0,0;0;0,0
3508306;Cabrália Paulista;2017;0;0,0;0;0,0;0;0,0
3508900;Caiabu;2017;0;0,0;0;0,0;0;0,0
3509106;Caiuá;2017;0;0,0;0;0,0;0;0,0
3509254;Cajati;2017;0;0,0;0;0,0;0;0,0
3509452;Campina do Monte Alegre;2017;0;0,0;0;0,0;0;0,0
3509809;Campos Novos Paulista;2017;0;0,0;0;0,0;0;0,0
3509908;Cananéia;2017;0;0,0;0;0,0;0;0,0
3509957;Canas;2017;0;0,0;0;0,0;0;0,0
3510104;Cândido Rodrigues;2017;0;0,0;0;0,0;0;0,0
3510153;Canitar;2017;0;0,0;0;0,0;0;0,0
3510906;Cássia dos Coqueiros;2017;0;0,0;0;0,0;0;0,0
3511201;Catiguá;2017;0;0,0;0;0,0;0;0,0
3512407;Cordeirópolis;2017;0;0,0;0;0,0;0;0,0
3512506;Coroados;2017;0;0,0;0;0,0;0;0,0
3512704;Corumbataí;2017;0;0,0;0;0,0;0;0,0
3512902;Cosmorama;2017;0;0,0;0;0,0;0;0,0
3513207;Cristais Paulista;2017;0;0,0;0;0,0;0;0,0
3513306;Cruzália;2017;0;0,0;0;0,0;0;0,0
3513850;Dirce Reis;2017;0;0,0;0;0,0;0;0,0
3514007;Dobrada;2017;0;0,0;0;0,0;0;0,0
3514205;Dolcinópolis;2017;0;0,0;0;0,0;0;0,0
3514601;Dumont;2017;0;0,0;0;0,0;0;0,0
3514700;Echaporã;2017;0;0,0;0;0,0;0;0,0
3514924;Elisiário;2017;0;0,0;0;0,0;0;0,0
3514957;Embaúba;2017;0;0,0;0;0,0;0;0,0
3515129;Emilianópolis;2017;0;0,0;0;0,0;0;0,0
3515152;Engenheiro Coelho;2017;0;0,0;0;0,0;0;0,0
3515194;Espírito Santo do Turvo;2017;0;0,0;0;0,0;0;0,0
3515301;Estrela do Norte;2017;0;0,0;0;0,0;0;0,0
3515350;Euclides da Cunha Paulista;2017;0;0,0;0;0,0;0;0,0
3515608;Fernando Prestes;2017;0;0,0;0;0,0;0;0,0
3515657;Fernão;2017;0;0,0;0;0,0;0;0,0
3515806;Flora Rica;2017;0;0,0;0;0,0;0;0,0
3515905;Floreal;2017;0;0,0;0;0,0;0;0,0
3516101;Florínea;2017;0;0,0;0;0,0;0;0,0
3516507;Gabriel Monteiro;2017;0;0,0;0;0,0;0;0,0
3516804;Gastão Vidigal;2017;0;0,0;0;0,0;0;0,0
3516853;Gavião Peixoto;2017;0;0,0;0;0,0;0;0,0
3517109;Glicério;2017;0;0,0;0;0,0;0;0,0
3517208;Guaiçara;2017;0;0,0;0;0,0;0;0,0
3517307;Guaimbê;2017;0;0,0;0;0,0;0;0,0
3517505;Guapiaçu;2017;0;0,0;0;0,0;0;0,0
3517901;Guaraci;2017;0;0,0;0;0,0;0;0,0
3518008;Guarani d'Oeste;2017;0;0,0;0;0,0;0;0,0
3518107;Guarantã;2017;0;0,0;0;0,0;0;0,0
3518503;Guareí;2017;0;0,0;0;0,0;0;0,0
3518859;Guatapará;2017;0;0,0;0;0,0;0;0,0
3518909;Guzolândia;2017;0;0,0;0;0,0;0;0,0
3519055;Holambra;2017;0;0,0;0;0,0;0;0,0
3519204;Iacri;2017;0;0,0;0;0,0;0;0,0
3519253;Iaras;2017;0;0,0;0;0,0;0;0,0
3519501;Ibirarema;2017;0;0,0;0;0,0;0;0,0
3519808;Icém;2017;0;0,0;0;0,0;0;0,0
3520426;Ilha Comprida;2017;0;0,0;0;0,0;0;0,0
3520608;Indiana;2017;0;0,0;0;0,0;0;0,0
3520806;Inúbia Paulista;2017;0;0,0;0;0,0;0;0,0
3521101;Ipeúna;2017;0;0,0;0;0,0;0;0,0
3521150;Ipiguá;2017;0;0,0;0;0,0;0;0,0
3521200;Iporanga;2017;0;0,0;0;0,0;0;0,0
3521408;Iracemápolis;2017;0;0,0;0;0,0;0;0,0
3521507;Irapuã;2017;0;0,0;0;0,0;0;0,0
3521606;Irapuru;2017;0;0,0;0;0,0;0;0,0
3522000;Itaju;2017;0;0,0;0;0,0;0;0,0
3522158;Itaoca;2017;0;0,0;0;0,0;0;0,0
3522653;Itapirapuã Paulista;2017;0;0,0;0;0,0;0;0,0
3523008;Itapura;2017;0;0,0;0;0,0;0;0,0
3523305;Itariri;2017;0;0,0;0;0,0;0;0,0
3523701;Itirapuã;2017;0;0,0;0;0,0;0;0,0
3523800;Itobi;2017;0;0,0;0;0,0;0;0,0
3524600;Jacupiranga;2017;0;0,0;0;0,0;0;0,0
3524907;Jambeiro;2017;0;0,0;0;0,0;0;0,0
3525102;Jardinópolis;2017;0;0,0;0;0,0;0;0,0
3525409;Jeriquara;2017;0;0,0;0;0,0;0;0,0
3525607;João Ramalho;2017;0;0,0;0;0,0;0;0,0
3525805;Júlio Mesquita;2017;0;0,0;0;0,0;0;0,0
3525854;Jumirim;2017;0;0,0;0;0,0;0;0,0
3526308;Lagoinha;2017;0;0,0;0;0,0;0;0,0
3526506;Lavínia;2017;0;0,0;0;0,0;0;0,0
3526605;Lavrinhas;2017;0;0,0;0;0,0;0;0,0
3527009;Lindóia;2017;0;0,0;0;0,0;0;0,0
3527256;Lourdes;2017;0;0,0;0;0,0;0;0,0
3527504;Lucianópolis;2017;0;0,0;0;0,0;0;0,0
3527603;Luís Antônio;2017;0;0,0;0;0,0;0;0,0
3527702;Luiziânia;2017;0;0,0;0;0,0;0;0,0
3527801;Lupércio;2017;0;0,0;0;0,0;0;0,0
3527900;Lutécia;2017;0;0,0;0;0,0;0;0,0
3528205;Macedônia;2017;0;0,0;0;0,0;0;0,0
3528304;Magda;2017;0;0,0;0;0,0;0;0,0
3528403;Mairinque;2017;0;0,0;0;0,0;0;0,0
3528601;Manduri;2017;0;0,0;0;0,0;0;0,0
3528700;Marabá Paulista;2017;0;0,0;0;0,0;0;0,0
3528858;Marapoama;2017;0;0,0;0;0,0;0;0,0
3528908;Mariápolis;2017;0;0,0;0;0,0;0;0,0
3529104;Marinópolis;2017;0;0,0;0;0,0;0;0,0
3529500;Mendonça;2017;0;0,0;0;0,0;0;0,0
3529609;Meridiano;2017;0;0,0;0;0,0;0;0,0
3529658;Mesópolis;2017;0;0,0;0;0,0;0;0,0
3529807;Mineiros do Tietê;2017;0;0,0;0;0,0;0;0,0
3529906;Miracatu;2017;0;0,0;0;0,0;0;0,0
3530003;Mira Estrela;2017;0;0,0;0;0,0;0;0,0
3530201;Mirante do Paranapanema;2017;0;0,0;0;0,0;0;0,0
3530409;Mirassolândia;2017;0;0,0;0;0,0;0;0,0
3530904;Mombuca;2017;0;0,0;0;0,0;0;0,0
3531001;Monções;2017;0;0,0;0;0,0;0;0,0
3531209;Monte Alegre do Sul;2017;0;0,0;0;0,0;0;0,0
3531605;Monte Castelo;2017;0;0,0;0;0,0;0;0,0
3531704;Monteiro Lobato;2017;0;0,0;0;0,0;0;0,0
3532058;Motuca;2017;0;0,0;0;0,0;0;0,0
3532108;Murutinga do Sul;2017;0;0,0;0;0,0;0;0,0
3532157;Nantes;2017;0;0,0;0;0,0;0;0,0
3532207;Narandiba;2017;0;0,0;0;0,0;0;0,0
3532306;Natividade da Serra;2017;0;0,0;0;0,0;0;0,0
3532702;Nipoã;2017;0;0,0;0;0,0;0;0,0
3532801;Nova Aliança;2017;0;0,0;0;0,0;0;0,0
3532827;Nova Campina;2017;0;0,0;0;0,0;0;0,0
3532843;Nova Canaã Paulista;2017;0;0,0;0;0,0;0;0,0
3532868;Nova Castilho;2017;0;0,0;0;0,0;0;0,0
3533106;Nova Guataporanga;2017;0;0,0;0;0,0;0;0,0
3533205;Nova Independência;2017;0;0,0;0;0,0;0;0,0
3533254;Novais;2017;0;0,0;0;0,0;0;0,0
3533304;Nova Luzitânia;2017;0;0,0;0;0,0;0;0,0
3533601;Nuporanga;2017;0;0,0;0;0,0;0;0,0
3533700;Ocauçu;2017;0;0,0;0;0,0;0;0,0
3533809;Óleo;2017;0;0,0;0;0,0;0;0,0
3534005;Onda Verde;2017;0;0,0;0;0,0;0;0,0
3534104;Oriente;2017;0;0,0;0;0,0;0;0,0
3534203;Orindiúva;2017;0;0,0;0;0,0;0;0,0
3534500;Oscar Bressane;2017;0;0,0;0;0,0;0;0,0
3534807;Ouro Verde;2017;0;0,0;0;0,0;0;0,0
3535002;Palestina;2017;0;0,0;0;0,0;0;0,0
3535101;Palmares Paulista;2017;0;0,0;0;0,0;0;0,0
3535606;Paraibuna;2017;0;0,0;0;0,0;0;0,0
3535705;Paraíso;2017;0;0,0;0;0,0;0;0,0
3535903;Paranapuã;2017;0;0,0;0;0,0;0;0,0
3536109;Pardinho;2017;0;0,0;0;0,0;0;0,0
3536257;Parisi;2017;0;0,0;0;0,0;0;0,0
3536406;Paulicéia;2017;0;0,0;0;0,0;0;0,0
3536570;Paulistânia;2017;0;0,0;0;0,0;0;0,0
3536802;Pedra Bela;2017;0;0,0;0;0,0;0;0,0
3536901;Pedranópolis;2017;0;0,0;0;0,0;0;0,0
3537156;Pedrinhas Paulista;2017;0;0,0;0;0,0;0;0,0
3537206;Pedro de Toledo;2017;0;0,0;0;0,0;0;0,0
3537503;Pereiras;2017;0;0,0;0;0,0;0;0,0
3537701;Piacatu;2017;0;0,0;0;0,0;0;0,0
3538105;Pindorama;2017;0;0,0;0;0,0;0;0,0
3538204;Pinhalzinho;2017;0;0,0;0;0,0;0;0,0
3538303;Piquerobi;2017;0;0,0;0;0,0;0;0,0
3538501;Piquete;2017;0;0,0;0;0,0;0;0,0
3539103;Pirapora do Bom Jesus;2017;0;0,0;0;0,0;0;0,0
3539202;Pirapozinho;2017;0;0,0;0;0,0;0;0,0
3539608;Planalto;2017;0;0,0;0;0,0;0;0,0
3539707;Platina;2017;0;0,0;0;0,0;0;0,0
3539905;Poloni;2017;0;0,0;0;0,0;0;0,0
3540101;Pongaí;2017;0;0,0;0;0,0;0;0,0
3540259;Pontalinda;2017;0;0,0;0;0,0;0;0,0
3540309;Pontes Gestal;2017;0;0,0;0;0,0;0;0,0
3540507;Porangaba;2017;0;0,0;0;0,0;0;0,0
3540754;Potim;2017;0;0,0;0;0,0;0;0,0
3540853;Pracinha;2017;0;0,0;0;0,0;0;0,0
3540903;Pradópolis;2017;0;0,0;0;0,0;0;0,0
3541059;Pratânia;2017;0;0,0;0;0,0;0;0,0
3541109;Presidente Alves;2017;0;0,0;0;0,0;0;0,0
3541653;Quadra;2017;0;0,0;0;0,0;0;0,0
3541703;Quatá;2017;0;0,0;0;0,0;0;0,0
3541802;Queiroz;2017;0;0,0;0;0,0;0;0,0
3542008;Quintana;2017;0;0,0;0;0,0;0;0,0
3542107;Rafard;2017;0;0,0;0;0,0;0;0,0
3542305;Redenção da Serra;2017;0;0,0;0;0,0;0;0,0
3542503;Reginópolis;2017;0;0,0;0;0,0;0;0,0
3542701;Restinga;2017;0;0,0;0;0,0;0;0,0
3542800;Ribeira;2017;0;0,0;0;0,0;0;0,0
3543105;Ribeirão Corrente;2017;0;0,0;0;0,0;0;0,0
3543204;Ribeirão do Sul;2017;0;0,0;0;0,0;0;0,0
3543238;Ribeirão dos Índios;2017;0;0,0;0;0,0;0;0,0
3543253;Ribeirão Grande;2017;0;0,0;0;0,0;0;0,0
3543501;Riversul;2017;0;0,0;0;0,0;0;0,0
3543600;Rifaina;2017;0;0,0;0;0,0;0;0,0
3543709;Rincão;2017;0;0,0;0;0,0;0;0,0
3544103;Rio Grande da Serra;2017;0;0,0;0;0,0;0;0,0
3544400;Rubiácea;2017;0;0,0;0;0,0;0;0,0
3544509;Rubinéia;2017;0;0,0;0;0,0;0;0,0
3544608;Sabino;2017;0;0,0;0;0,0;0;0,0
3544707;Sagres;2017;0;0,0;0;0,0;0;0,0
3544806;Sales;2017;0;0,0;0;0,0;0;0,0
3545100;Salmourão;2017;0;0,0;0;0,0;0;0,0
3545159;Saltinho;2017;0;0,0;0;0,0;0;0,0
3545506;Sandovalina;2017;0;0,0;0;0,0;0;0,0
3545704;Santa Albertina;2017;0;0,0;0;0,0;0;0,0
3546009;Santa Branca;2017;0;0,0;0;0,0;0;0,0
3546108;Santa Clara d'Oeste;2017;0;0,0;0;0,0;0;0,0
3546207;Santa Cruz da Conceição;2017;0;0,0;0;0,0;0;0,0
3546256;Santa Cruz da Esperança;2017;0;0,0;0;0,0;0;0,0
3546504;Santa Ernestina;2017;0;0,0;0;0,0;0;0,0
3546702;Santa Gertrudes;2017;0;0,0;0;0,0;0;0,0
3546900;Santa Lúcia;2017;0;0,0;0;0,0;0;0,0
3547106;Santa Mercedes;2017;0;0,0;0;0,0;0;0,0
3547205;Santana da Ponte Pensa;2017;0;0,0;0;0,0;0;0,0
3547403;Santa Rita d'Oeste;2017;0;0,0;0;0,0;0;0,0
3547650;Santa Salete;2017;0;0,0;0;0,0;0;0,0
3548005;Santo Antônio de Posse;2017;0;0,0;0;0,0;0;0,0
3548054;Santo Antônio do Aracanguá;2017;0;0,0;0;0,0;0;0,0
3548104;Santo Antônio do Jardim;2017;0;0,0;0;0,0;0;0,0
3548203;Santo Antônio do Pinhal;2017;0;0,0;0;0,0;0;0,0
3548302;Santo Expedito;2017;0;0,0;0;0,0;0;0,0
3548401;Santópolis do Aguapeí;2017;0;0,0;0;0,0;0;0,0
3549003;São Francisco;2017;0;0,0;0;0,0;0;0,0
3549201;São João das Duas Pontes;2017;0;0,0;0;0,0;0;0,0
3549250;São João de Iracema;2017;0;0,0;0;0,0;0;0,0
3549300;São João do Pau d'Alho;2017;0;0,0;0;0,0;0;0,0
3549508;São José da Bela Vista;2017;0;0,0;0;0,0;0;0,0
3549607;São José do Barreiro;2017;0;0,0;0;0,0;0;0,0
3549953;São Lourenço da Serra;2017;0;0,0;0;0,0;0;0,0
3550506;São Pedro do Turvo;2017;0;0,0;0;0,0;0;0,0
3551108;Sarapuí;2017;0;0,0;0;0,0;0;0,0
3551207;Sarutaiá;2017;0;0,0;0;0,0;0;0,0
3551306;Sebastianópolis do Sul;2017;0;0,0;0;0,0;0;0,0
3551405;Serra Azul;2017;0;0,0;0;0,0;0;0,0
3551801;Sete Barras;2017;0;0,0;0;0,0;0;0,0
3551900;Severínia;2017;0;0,0;0;0,0;0;0,0
3552551;Suzanápolis;2017;0;0,0;0;0,0;0;0,0
3552908;Taciba;2017;0;0,0;0;0,0;0;0,0
3553104;Taiaçu;2017;0;0,0;0;0,0;0;0,0
3553500;Tapiraí;2017;0;0,0;0;0,0;0;0,0
3553658;Taquaral;2017;0;0,0;0;0,0;0;0,0
3553856;Taquarivaí;2017;0;0,0;0;0,0;0;0,0
3553906;Tarabai;2017;0;0,0;0;0,0;0;0,0
3553955;Tarumã;2017;0;0,0;0;0,0;0;0,0
3554201;Tejupá;2017;0;0,0;0;0,0;0;0,0
3554607;Timburi;2017;0;0,0;0;0,0;0;0,0
3554656;Torre de Pedra;2017;0;0,0;0;0,0;0;0,0
3554755;Trabiju;2017;0;0,0;0;0,0;0;0,0
3554805;Tremembé;2017;0;0,0;0;0,0;0;0,0
3554904;Três Fronteiras;2017;0;0,0;0;0,0;0;0,0
3554953;Tuiuti;2017;0;0,0;0;0,0;0;0,0
3555208;Turiúba;2017;0;0,0;0;0,0;0;0,0
3555307;Turmalina;2017;0;0,0;0;0,0;0;0,0
3555356;Ubarana;2017;0;0,0;0;0,0;0;0,0
3555505;Ubirajara;2017;0;0,0;0;0,0;0;0,0
3555604;Uchoa;2017;0;0,0;0;0,0;0;0,0
3555703;União Paulista;2017;0;0,0;0;0,0;0;0,0
3555901;Uru;2017;0;0,0;0;0,0;0;0,0
3556107;Valentim Gentil;2017;0;0,0;0;0,0;0;0,0
3556354;Vargem;2017;0;0,0;0;0,0;0;0,0
3556909;Vista Alegre do Alto;2017;0;0,0;0;0,0;0;0,0
3556958;Vitória Brasil;2017;0;0,0;0;0,0;0;0,0
3557154;Zacarias;2017;0;0,0;0;0,0;0;0,0
3557303;Estiva Gerbi;2017;0;0,0;0;0,0;0;0,0
3501707;Américo Brasiliense;2017;220;5,7;220;5,7;0;0,0
3503109;Arandu;2017;16;2,6;16;2,6;0;0,0
3504909;Bananal;2017;15;1,4;15;1,4;0;0,0
3506359;Bertioga;2017;49;0,8;49;0,8;0;0,0
3506409;Bilac;2017;36;4,7;36;4,7;0;0,0
3507100;Bom Jesus dos Perdões;2017;11;0,5;11;0,5;0;0,0
3508702;Caconde;2017;62;3,3;62;3,3;0;0,0
3509601;Campo Limpo Paulista;2017;68;0,8;68;0,8;0;0,0
3510302;Capela do Alto;2017;14;0,7;14;0,7;0;0,0
3512100;Colômbia;2017;20;3,3;20;3,3;0;0,0
3512308;Conchas;2017;32;1,9;32;1,9;0;0,0
3512605;Coronel Macedo;2017;6;1,2;6;1,2;0;0,0
3513900;Divinolândia;2017;186;17,0;186;17,0;0;0,0
3514304;Dourado;2017;18;2,1;18;2,1;0;0,0
3514809;Eldorado;2017;2;0,1;2;0,1;0;0,0
3514908;Elias Fausto;2017;6;0,4;6;0,4;0;0,0
3515103;Embu-Guaçu;2017;16;0,2;16;0,2;0;0,0
3515707;Ferraz de Vasconcelos;2017;189;1,0;189;1,0;0;0,0
3517604;Guapiara;2017;19;1,1;19;1,1;0;0,0
3519006;Herculândia;2017;58;6,4;58;6,4;0;0,0
3519303;Ibaté;2017;32;1,0;32;1,0;0;0,0
3519907;Iepê;2017;20;2,6;20;2,6;0;0,0
3520202;Igaratá;2017;15;1,6;15;1,6;0;0,0
3520301;Iguape;2017;9;0,3;9;0,3;0;0,0
